timeTag,devDeep,cableOut,cableRelease,cableSpeed,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,DA1,DA2,DA3,DA4,HC1,HC2,wStatus,DI1,DI2,DI3,DI4,DO1,DO2
2020-06-20 14:54:55,164.0414297921317,218.08839634486608,2681.91162109375,5.719999926430838,-14.0000,-4.2857,-0.8571,87.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:54:56,168.84857177734375,223.9801788330078,2676.019845145089,5.541428565979004,-14.1429,-4.2857,-0.2857,86.8571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:54:57,173.54666392008463,229.8755442301432,2670.124471028646,5.866666555404663,-14.3333,-4.5000,0.5000,87.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:54:58,177.48499806722006,234.98067982991537,2665.019327799479,5.828333298365275,-14.0000,-4.1667,0.1667,87.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:54:59,181.2433319091797,240.12344614664715,2659.8765462239585,5.661666631698608,-14.3333,-4.5000,1.8333,86.8333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:00,185.39285714285717,245.8700910295759,2654.129952566964,5.634285722460065,-14.1429,-4.2857,2.0000,87.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:01,189.6000010172526,251.50025177001956,2648.499755859375,5.4399999777476,-13.8333,-4.3333,0.8333,87.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:02,194.00143214634485,257.05157252720426,2642.9484514508927,5.457142761775425,-14.1429,-4.4286,1.1429,87.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:03,198.0999984741211,262.4882100423177,2637.51171875,5.398333231608073,-14.1667,-4.3333,0.6667,86.8333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:04,202.18571254185267,267.781502859933,2632.218505859375,5.355714321136475,-14.0000,-4.2857,0.8571,87.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:05,206.25333658854169,273.3131154378255,2626.686889648437,5.421666622161865,-14.5000,-4.5000,0.3333,87.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:06,209.87999979654947,278.4182434082031,2621.5817057291665,5.436666647593181,-13.8333,-4.3333,2.0000,87.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:07,213.91571698869976,283.9193899972098,2616.080636160714,5.515714236668178,-13.8571,-4.2857,0.5714,86.8571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:08,217.918332417806,289.4062042236328,2610.593790690104,5.348333279291789,-14.0000,-4.1667,2.5000,86.8333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:09,221.96285574776783,294.8428431919643,2605.157156808036,5.435714244842529,-14.0000,-4.2857,1.8571,86.7143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:10,225.956667582194,300.21856180826825,2599.781453450521,5.093333284060161,-14.0000,-4.3333,-0.5000,87.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:11,229.6483332316081,305.29860432942706,2594.701416015625,5.673333406448364,-14.0000,-4.0000,0.1667,87.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:12,233.33428519112724,310.8302263532366,2589.169782366072,5.41142851965768,-14.2857,-4.1429,1.4286,87.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:13,237.23833211263025,316.47472127278644,2583.5252685546875,5.7616666952768965,-14.3333,-4.1667,-0.5000,86.8333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:14,241.2528599330357,321.88269478934154,2578.117361886161,5.157142911638532,-14.0000,-4.4286,0.2857,87.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:15,245.18500010172525,326.8856913248698,2573.114298502604,5.145000060399373,-14.3333,-4.5000,0.8333,86.8333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:16,248.82833353678384,331.9030202229817,2568.097005208333,5.163333415985107,-14.0000,-4.3333,0.1667,86.8333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:17,252.4850006103516,336.6694844563802,2563.330525716146,5.25166670481364,-14.0000,-4.3333,1.0000,87.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:18,256.3283335367839,342.3265329996745,2557.6734619140625,5.148333390553792,-13.8333,-4.3333,-0.8333,87.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:19,259.90142822265625,347.600106375558,2552.3999372209823,5.464285714285714,-14.1429,-3.7143,-0.1429,86.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:20,263.47999572753906,352.8503824869792,2547.149617513021,5.318333387374878,-13.5000,-3.3333,-0.3333,87.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:21,266.9066772460937,357.7422841389974,2542.2577311197915,5.2583333651224775,-13.6667,-3.3333,2.3333,87.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:22,270.8971426827567,362.9316449846541,2537.068359375,4.997142927987235,-13.7143,-3.8571,1.1429,86.7143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
